prison_id,institute_name,institute_type,posti_regolamentari,posti_non_disponibili,totale_detenuti,dati_aggiornati_al,asl,nome_responsabile_asl,cognome_responsabile_asl,nome_direttore,cognome_direttore,ruolo_direttore,polizia_penitenziaria_effettivi,polizia_penitenziaria_previsti,amministrativi_effettivi,amministrativi_previsti,educatori_effettivi,educatori_previsti,personale_polizia_aggiornato_a,personale_amministrativo_aggiornato_al,data_extracted_on,id,nome,tipo,posti_occupati,posti_aggiornati_al,personale_polizia_effettivi,personale_polizia_previsti,personale_amministrativi_effettivi,personale_amministrativi_previsti,personale_educatori_effettivi,personale_educatori_previsti
,,,89,3,,,NA,NA,NA,Angela,Russo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173994,Favignana,Casa di reclusione - Giuseppe Barraco,107.0,17/06/2024,58.0,81.0,11.0,14.0,3.0,3.0
,,,48,0,,,Caltanissetta,Gabrielle,Roccia,Walter,Bressi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176451,Gela,Casa circondariale,70.0,17/06/2024,56.0,52.0,9.0,11.0,2.0,2.0
,,,58,1,,,3,Sebastano,Russo,Francesca,Fioria,Reggente,,,,,,,31/05/2024,31/05/2024,,MII176714,Giarre,Casa circondariale,75.0,17/06/2024,36.0,34.0,12.0,12.0,2.0,2.0
,,,176,0,,,NA,NA,NA,Elisabetta,Zito,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178681,Noto,Casa di reclusione - Attilio Bonincontro,146.0,17/06/2024,71.0,88.0,22.0,19.0,5.0,5.0
,,,1164,9,,,Asp Palermo,Fabrizio,Scalici,Maria Luisa,Malato,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179306,Palermo Pagliarelli,Casa circondariale - Antonio Lorusso,1362.0,17/06/2024,649.0,727.0,44.0,51.0,16.0,17.0
,,,49,1,,,4 Enna,Serafino,Di Gregorio,Donata,Posante,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179856,Piazza Armerina,Casa circondariale,70.0,17/06/2024,41.0,45.0,9.0,12.0,2.0,2.0
,,,135,0,,,Caltanissetta - Non ancora attuato il passaggio dellassistenza sanitaria penitenziaria al Servizio sanitario nazionale,Maurizio,Grimaldi,Marilena,Lo Faro,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180451,San Cataldo,Casa di reclusione,105.0,17/06/2024,65.0,61.0,18.0,14.0,2.0,2.0
,,,97,6,,,ASP 6 Distretto 37,Antonino,Provenza,Carmen,Rosselli,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181401,Termini Imerese,Casa circondariale - Antonino Burrafato,96.0,17/06/2024,100.0,94.0,9.0,13.0,2.0,2.0
,,,555,58,,,ASP N. 9,TIZIANA,SARDO,Margherita,Gennai,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181625,Trapani,Casa circondariale - Pietro Cerulli,491.0,17/06/2024,246.0,300.0,25.0,25.0,7.0,7.0
,,,394,4,,,12,Erica,PIZZATO,Ignazio,Santoro,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172332,Biella,Casa circondariale,345.0,17/06/2024,163.0,207.0,16.0,26.0,9.0,8.0
,,,189,0,,,Toscana Nord Ovest,Lisa,Perugino,Valentina,Bruno,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179876,Volterra,Casa di reclusione,183.0,17/06/2024,66.0,83.0,15.0,19.0,4.0,5.0
,,,357,46,,,RM 4,Pierluigi,Cervellini,Daniele,De Maggio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172208,Civitavecchia Nuovo Complesso,Casa circondariale,527.0,17/06/2024,228.0,282.0,22.0,35.0,9.0,8.0
,,,50,0,,,Avellino,Giancarlo,Iaccheo,NA,NA,NA,,,,,,,NA,31/05/2024,,MII177384,Lauro,Istituto custodia attenuata per madri,38.0,17/06/2024,0.0,0.0,5.0,0.0,1.0,0.0
,,,149,0,,,n. 3 Alto Friuli - Collinare - medio Friuli,Sara,Mentil,Irene,Iannucci,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181417,Tolmezzo,Casa circondariale,157.0,17/06/2024,167.0,218.0,10.0,19.0,5.0,5.0
,,,180,0,,,Azienda Sanitaria Provinciale n. 2,Carmelo,Abate,Giovanna,Maltese Puccia,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173063,Caltanissetta,Casa circondariale,236.0,17/06/2024,146.0,148.0,18.0,20.0,3.0,4.0
,,,90,7,,,n.1 Belluno,Marco,Cristofoletti,Lara,Rampin,Titolare,,,,,,,31/05/2024,31/05/2024,,MII158901,Belluno,Casa circondariale,102.0,17/06/2024,80.0,95.0,8.0,14.0,2.0,2.0
,,,220,4,,,ASP CS,Gabriele,Scolati,Maria Luisa,Mendicino,Titolare,,,,,,,31/05/2024,31/05/2024,,MII173341,Cosenza,Casa circondariale - Sergio Cosmai,277.0,17/06/2024,129.0,169.0,19.0,20.0,6.0,5.0
,,,122,0,,,Cosenza,Francesco,Montilli,Giuseppe,Carra',Titolare,,,,,,,31/05/2024,31/05/2024,,MII173265,Castrovillari,Casa circondariale - Rosa Sisca,164.0,17/06/2024,100.0,124.0,13.0,15.0,2.0,2.0
,,,156,0,,,Novara 13,Gianni,Valzer,Annamaria,Dello Preite,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178700,Novara,Casa circondariale,180.0,17/06/2024,153.0,195.0,10.0,16.0,3.0,3.0
,,,1267,1,,,Milano,Roberto,Danese,Giorgio,Leggieri,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172344,Bollate,Casa di reclusione - IIª casa,1455.0,17/06/2024,417.0,516.0,38.0,55.0,21.0,22.0
,,,40,0,,,A 3,Adamo,Maiese,Caterina,Sergio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181691,Vallo della Lucania,Casa circondariale - Alfredo Paragano,55.0,17/06/2024,33.0,26.0,5.0,13.0,1.0,2.0
,,,261,11,,,Benevento 1,Gennaro,Leone,Gianfranco,Marcello,Titolare,,,,,,,31/05/2024,31/05/2024,,MII160204,Benevento,Casa circondariale - Michele Gaglione,427.0,17/06/2024,225.0,244.0,28.0,23.0,5.0,6.0
,,,440,35,,,Viterbo,Giulio,Starnini,Marco,Grasselli,Reggente,,,,,,,31/05/2024,31/05/2024,,MII181934,Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,672.0,17/06/2024,250.0,343.0,30.0,33.0,9.0,8.0
,,,319,1,,,Bergamo,Giampietro,Gregis,Antonina,D'Onofrio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172827,Bergamo,Casa circondariale,573.0,17/06/2024,198.0,243.0,14.0,23.0,5.0,6.0
,,,130,23,,,8 CAGLIARI,Carlo,Trogu,Vincenzo,Lamonaca,Reggente,,,,,,,31/05/2024,31/05/2024,,MII176771,Isili,Casa di reclusione,84.0,17/06/2024,65.0,81.0,14.0,20.0,4.0,4.0
,,,535,8,,,ASL,Maurizio,Cechini,Tullia,Ardito,Titolare,,,,,,,31/05/2024,31/05/2024,,MII152284,Genova Marassi,Casa circondariale,693.0,17/06/2024,328.0,381.0,27.0,35.0,10.0,10.0
,,,144,12,,,Romagna,Alfonso,Casadei,Carmela,De Lorenzo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII176403,Forlì,Casa circondariale,152.0,17/06/2024,95.0,132.0,14.0,18.0,4.0,4.0
,,,292,58,,,Reggio Emilia,Angela,Panebianco,Lucia,Monastero,Titolare,,,,,,,31/05/2024,31/05/2024,,MII182339,Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,281.0,17/06/2024,192.0,240.0,23.0,22.0,5.0,5.0
,,,118,0,,,Rimini,Stefano,Melandri,Palma,Mercurio,Titolare,,,,,,,31/05/2024,31/05/2024,,MII180001,Rimini,Casa circondariale,159.0,17/06/2024,113.0,150.0,13.0,17.0,3.0,3.0
,,,244,0,,,ASL Ferrara,Fabio,Ferraresi,Maria Nicoletta,Toscani,Titolare,,,,,,,31/05/2024,31/05/2024,,MII174686,Ferrara,Casa circondariale - Costantino Satta,407.0,17/06/2024,161.0,212.0,17.0,19.0,5.0,5.0
,,,416,19,,,Piacenza,Alberto,Gandolfi,Maria Gabriella,Lusi,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179842,Piacenza,Casa circondariale - San Lazzaro,437.0,17/06/2024,213.0,250.0,20.0,26.0,6.0,6.0
,,,498,7,,,Bologna,Raffaella,Campalastri,Rosa Alba,Casella,Titolare,,,,,,,31/05/2024,31/05/2024,,MII172508,Bologna,Casa circondariale - Rocco D'Amato,847.0,17/06/2024,421.0,541.0,27.0,35.0,10.0,10.0
,,,49,0,,,Romagna,Maurizio,Serra,Stefano,Di Lena,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179981,Ravenna,Casa circondariale,79.0,17/06/2024,66.0,83.0,17.0,14.0,5.0,3.0
,,,655,27,,,PARMA,Choroma,FAISSAL,Valerio,Pappalardo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179364,Parma,Casa di reclusione,698.0,17/06/2024,355.0,462.0,2.0,0.0,0.0,0.0
,,,372,0,,,MODENA,Stefano,Petrella,Orazio,Sorrentini,Titolare,,,,,,,31/05/2024,31/05/2024,,MII178638,Modena,Casa circondariale,537.0,17/06/2024,210.0,257.0,22.0,27.0,6.0,6.0
,,,545,0,,,NA,NA,NA,Aldo,Tiralongo,Titolare,,,,,,,31/05/2024,31/05/2024,,MII181125,Siracusa,Casa circondariale,669.0,17/06/2024,229.0,250.0,22.0,27.0,6.0,6.0
,,,58,2,,,Caserta,Giuseppe,Nese,Annalaura,De Fusco,Titolare,,,,,,,31/05/2024,31/05/2024,,MII159060,Arienzo,Casa di reclusione - Gennaro De Angelis,96.0,17/06/2024,47.0,49.0,11.0,13.0,2.0,2.0
,,,569,50,,,6,PIPPO,PULIAFITO,Fabio,Prestopino,Titolare,,,,,,,31/05/2024,31/05/2024,,MII179324,Palermo Ucciardone,Casa di reclusione - Calogero Di Bona,507.0,17/06/2024,269.0,367.0,33.0,39.0,9.0,13.0
